1544027334.000000, 1544027334.000000, 1544027334.000000
32.000000, 32.000000, 32.000000
-2,-63,6
-2,-62,6
-2,-63,7
-2,-62,6
-2,-62,6
-2,-62,7
-2,-63,6
-2,-62,7
-2,-62,6
-2,-62,6
-2,-62,6
-2,-62,7
-2,-62,6
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,6
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,6
-2,-62,7
-2,-62,6
-2,-62,7
-2,-62,6
-2,-62,6
-2,-62,6
-2,-63,7
-2,-63,6
-2,-62,7
-2,-62,6
-2,-62,6
-2,-62,6
-2,-62,6
-2,-62,7
-2,-62,7
-2,-62,6
-2,-62,6
-2,-62,6
-2,-62,7
-2,-63,7
-2,-62,6
-2,-62,7
-2,-62,6
-2,-62,7
-2,-62,7
-2,-62,7
-2,-63,7
-2,-62,6
-2,-62,7
-2,-62,6
-2,-63,7
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,6
-2,-63,7
-2,-62,7
-2,-63,6
-2,-62,7
-2,-62,6
-2,-63,7
-2,-62,6
-2,-62,6
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,7
-2,-63,7
-2,-63,6
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,6
-2,-62,7
-2,-63,7
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,6
-2,-62,6
-2,-62,7
-2,-63,7
-2,-62,6
-2,-62,7
-2,-63,7
-2,-62,6
-2,-62,7
-2,-62,7
-2,-63,7
-2,-62,7
-2,-62,6
-2,-62,7
-2,-62,6
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,6
-2,-62,6
-2,-63,7
-2,-62,7
-2,-62,7
-2,-63,7
-2,-62,6
-2,-62,6
-2,-62,7
-2,-63,7
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,6
-2,-62,6
-2,-62,7
-2,-63,7
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,7
-2,-63,7
-2,-62,7
-2,-63,7
-2,-63,6
-2,-62,7
-2,-62,6
-2,-62,7
-2,-62,6
-2,-62,7
-2,-62,7
-2,-62,6
-2,-63,6
-2,-62,6
-2,-62,7
-2,-62,7
-2,-62,6
-2,-62,7
-2,-62,6
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,7
-2,-63,6
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,6
-2,-62,6
-2,-62,7
-2,-63,6
-2,-62,6
-2,-62,6
-2,-63,6
-2,-63,6
-2,-62,7
-2,-62,7
-2,-62,7
-2,-63,7
-2,-63,7
-2,-63,7
-2,-62,6
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,6
-2,-62,6
-2,-62,7
-2,-62,7
-2,-63,6
-2,-62,7
-2,-62,6
-2,-62,6
-2,-62,6
-2,-62,7
-2,-62,7
-2,-62,6
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,6
-2,-62,7
-2,-62,7
-2,-63,7
-2,-62,6
-2,-62,7
-2,-62,6
-2,-62,6
-2,-63,7
-2,-63,7
-2,-63,7
-2,-62,6
-2,-62,6
-2,-62,7
-2,-63,7
-2,-62,6
-2,-62,7
-2,-62,7
-2,-62,6
-2,-63,7
-2,-62,7
-2,-63,7
-2,-62,6
-2,-62,6
-2,-62,6
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,6
-2,-63,7
-2,-62,6
-2,-62,6
-2,-63,7
-2,-62,7
-2,-62,6
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,6
-2,-62,6
-2,-62,6
-2,-62,6
-2,-62,6
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,6
-2,-62,7
-2,-62,7
-2,-63,7
-2,-62,7
-2,-62,7
-2,-62,6
-2,-62,6
-2,-62,6
-2,-62,6
-2,-62,6
-2,-62,7
-2,-62,6
-2,-63,7
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,6
-2,-63,6
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,6
-2,-62,7
-2,-62,7
-2,-62,6
-2,-62,7
-2,-63,7
-2,-62,6
-2,-62,6
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,7
-2,-63,7
-2,-62,7
-2,-62,6
-2,-62,7
-2,-63,7
-2,-62,6
-2,-62,6
-2,-62,7
-2,-62,6
-2,-62,6
-2,-62,6
-2,-62,7
-2,-62,6
-2,-63,7
-2,-62,7
-2,-62,6
-2,-62,7
-2,-62,7
-2,-62,6
-2,-63,7
-2,-62,7
-2,-62,6
-2,-62,7
-2,-62,7
-2,-62,6
-2,-62,7
-2,-63,7
-2,-62,6
-2,-63,7
-2,-63,6
-2,-62,6
-2,-62,6
-2,-62,6
-2,-62,7
-2,-62,7
-2,-62,6
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,6
-2,-62,7
-2,-62,7
-2,-62,6
-2,-63,7
-2,-62,7
-2,-62,6
-2,-62,6
-2,-62,7
-2,-62,6
-2,-62,7
-2,-62,7
-2,-62,6
-2,-62,6
-2,-63,7
-2,-62,7
-2,-62,6
-2,-62,6
-2,-62,6
-2,-62,7
-2,-62,6
-2,-62,6
-2,-62,7
-2,-62,6
-2,-62,6
-2,-63,6
-2,-62,7
-2,-62,6
-2,-62,7
-2,-62,6
-2,-62,6
-2,-62,7
-2,-63,7
-2,-62,6
-2,-62,7
-2,-62,7
-2,-62,6
-2,-62,7
-2,-62,6
-2,-62,6
-2,-62,7
-2,-62,7
-2,-62,6
-2,-63,7
-2,-62,7
-2,-63,7
-2,-62,6
-2,-62,6
-2,-63,7
-2,-62,6
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,6
-2,-62,6
-2,-62,7
-2,-62,7
-2,-63,6
-2,-62,7
-2,-62,6
-2,-63,7
-2,-62,6
-2,-62,6
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,6
-2,-62,6
-2,-62,7
-2,-62,7
-2,-62,7
-2,-63,6
-2,-63,7
-2,-62,6
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,7
-2,-63,7
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,7
-2,-63,7
-2,-62,7
-2,-62,6
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,6
-2,-62,7
-2,-62,7
-2,-62,6
-2,-62,6
-2,-62,7
-2,-62,7
-2,-63,7
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,6
-2,-62,6
-2,-62,6
-2,-62,6
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,6
-2,-62,7
-2,-62,6
-2,-62,7
-2,-62,6
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,6
-2,-62,7
-2,-62,7
-2,-63,7
-2,-62,6
-2,-62,7
-2,-62,7
-2,-62,6
-2,-62,7
-2,-62,6
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,6
-2,-62,7
-2,-62,6
-2,-63,6
-2,-62,7
-2,-62,6
-2,-62,7
-2,-62,6
-2,-62,7
-2,-63,7
-2,-62,7
-2,-62,7
-2,-62,7
-2,-63,7
-2,-62,7
-2,-62,6
-2,-62,7
-2,-62,7
-2,-63,6
-2,-62,6
-2,-62,7
-2,-62,7
-2,-63,7
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,6
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,6
-2,-62,6
-2,-62,7
-2,-62,6
-2,-62,6
-2,-62,6
-2,-62,7
-2,-62,7
-2,-63,7
-2,-63,7
-2,-62,6
-2,-62,7
-2,-62,6
-2,-62,7
-2,-63,7
-2,-62,7
-2,-62,6
-2,-62,6
-2,-62,6
-2,-62,7
-2,-62,6
-2,-62,6
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,6
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,6
-2,-62,7
-2,-62,7
-2,-62,6
-2,-62,6
-2,-62,7
-2,-63,7
-2,-62,6
-2,-62,7
-2,-62,7
-2,-62,7
-2,-62,6
-2,-62,6
-2,-62,6
-2,-63,7
-2,-62,7
-2,-62,7
-2,-62,7
-2,-63,6
-2,-62,7
-2,-62,6
-2,-62,6
-2,-63,7
-2,-63,6
-2,-62,7
-2,-62,7
-2,-62,6
-2,-62,6
-2,-62,7
-2,-62,6
-2,-62,7
-2,-62,7
-2,-63,7
-2,-62,6
-2,-62,6
-2,-62,7
-2,-62,6
